pool,pool_size,theta,arm,draws,tau,fit_slope,seed,step,mean_se,n_active
full,204,0.0,random,500,0.5,group,2026,24,0.8028451658687141,500
full,204,0.0,random,500,0.5,group,2026,25,0.7972624008567605,500
full,204,0.0,random,500,0.5,group,2026,26,0.7916666990344666,500
full,204,0.0,random,500,0.5,group,2026,27,0.7861352398441915,500
full,204,0.0,random,500,0.5,group,2026,28,0.7812087165750183,500
full,204,0.0,random,500,0.5,group,2026,29,0.7760071280064298,500
full,204,0.0,random,500,0.5,group,2026,30,0.7711217269172594,500
full,204,0.0,random,500,0.5,group,2026,31,0.7662314805163168,500
full,204,0.0,random,500,0.5,group,2026,32,0.7609854663325296,500
full,204,0.0,random,500,0.5,group,2026,33,0.7561380739647175,500
full,204,0.0,random,500,0.5,group,2026,34,0.7509781696405221,500
full,204,0.0,random,500,0.5,group,2026,35,0.7460295112656377,500
full,204,0.0,random,500,0.5,group,2026,36,0.7412051215557531,500
full,204,0.0,random,500,0.5,group,2026,37,0.7364802670520767,500
full,204,0.0,random,500,0.5,group,2026,38,0.7317625387719944,500
full,204,0.0,random,500,0.5,group,2026,39,0.7276465223502462,500
full,204,0.0,random,500,0.5,group,2026,40,0.723347562166067,500
full,204,0.0,random,500,0.5,group,2026,41,0.7189767021038255,500
full,204,0.0,random,500,0.5,group,2026,42,0.7147309773388111,500
full,204,0.0,random,500,0.5,group,2026,43,0.7103872149429858,500
full,204,0.0,random,500,0.5,group,2026,44,0.7061718069066303,500
full,204,0.0,random,500,0.5,group,2026,45,0.7022323726725012,500
full,204,0.0,random,500,0.5,group,2026,46,0.6983439297779648,500
full,204,0.0,random,500,0.5,group,2026,47,0.6947665270021546,500
full,204,0.0,random,500,0.5,group,2026,48,0.6907107016174402,500
full,204,0.0,random,500,0.5,group,2026,49,0.6865479261757208,500
full,204,0.0,random,500,0.5,group,2026,50,0.6828520880964786,500
full,204,0.0,random,500,0.5,group,2026,51,0.6792340989565264,500
full,204,0.0,random,500,0.5,group,2026,52,0.6758171738779072,500
full,204,0.0,random,500,0.5,group,2026,53,0.671881108723889,500
full,204,0.0,random,500,0.5,group,2026,54,0.6686138014079384,500
full,204,0.0,random,500,0.5,group,2026,55,0.665230026302924,500
full,204,0.0,random,500,0.5,group,2026,56,0.6622501466112525,500
full,204,0.0,random,500,0.5,group,2026,57,0.6591256013793625,500
full,204,0.0,random,500,0.5,group,2026,58,0.6560419228631779,500
full,204,0.0,random,500,0.5,group,2026,59,0.6528393338713979,500
full,204,0.0,random,500,0.5,group,2026,60,0.6500707169417788,500
full,204,0.0,random,500,0.5,group,2026,61,0.647266139968914,500
full,204,0.0,random,500,0.5,group,2026,62,0.6439517278264807,500
full,204,0.0,random,500,0.5,group,2026,63,0.6408316355646342,500
full,204,0.0,random,500,0.5,group,2026,64,0.6379638917700925,500
full,204,0.0,random,500,0.5,group,2026,65,0.6349897736100721,500
full,204,0.0,random,500,0.5,group,2026,66,0.6323765575810567,500
full,204,0.0,random,500,0.5,group,2026,67,0.6296519247148532,500
full,204,0.0,random,500,0.5,group,2026,68,0.6267726758383758,500
full,204,0.0,random,500,0.5,group,2026,69,0.6238666619373896,500
full,204,0.0,random,500,0.5,group,2026,70,0.6210848882837017,500
full,204,0.0,random,500,0.5,group,2026,71,0.6184029846923602,500
full,204,0.0,random,500,0.5,group,2026,72,0.615791966797459,500
full,204,0.0,random,500,0.5,group,2026,73,0.6128273994269043,500
full,204,0.0,random,500,0.5,group,2026,74,0.6102730689106141,500
